"FID_L0West","category","JD","year","tmmn","tmmx","dew_point","vs","pr","srad"
14497,"wet",1,1998,-1.7618408203125,8.54428100585938,-7.61894989013672,4.54200029373169,0.472817540168762,82.0725631713867
14497,"wet",2,1998,-0.56280517578125,7.1468505859375,-8.06156845092773,5.25335359573364,3.25291061401367,55.3441886901855
14497,"wet",3,1998,-3.421142578125,5.40716552734375,-8.23516387939453,4.97715997695923,1.51780903339386,65.7236404418945
14497,"wet",4,1998,-3.55538940429688,4.27731323242188,-10.0708869934082,6.19249963760376,0.5573650598526,65.5284194946289
14497,"wet",5,1998,-8.7396240234375,1.72763061523438,-14.2288246154785,3.39634037017822,0.705106556415558,101.453170776367
14497,"wet",6,1998,-10.4078674316406,0.575042724609375,-14.7280197143555,2.90695786476135,1.04116129875183,89.1325607299805
14497,"wet",7,1998,-4.95343017578125,2.92706298828125,-8.89918670654297,2.57930374145508,0.690993249416351,71.6741409301758
14497,"wet",8,1998,-6.478515625,2.63092041015625,-9.04155426025391,1.55446028709412,1.13353395462036,99.249755859375
14497,"wet",9,1998,-4.91152954101562,3.60110473632812,-9.03495559692383,1.85542213916779,1.5600905418396,71.4511108398438
14497,"wet",10,1998,-2.09213256835938,4.6748046875,-5.53239288330078,3.46324682235718,7.63465785980225,70.2133712768555
14497,"wet",11,1998,-2.08062744140625,5.3099365234375,-4.77859039306641,4.96984243392944,5.95589542388916,68.5815734863281
14497,"wet",12,1998,-1.78131103515625,6.34246826171875,-3.86735076904297,4.23420333862305,5.89306259155273,63.1495704650879
14497,"wet",13,1998,-3.33517456054688,5.80636596679688,-7.24796752929688,4.25524139404297,0.840171337127686,89.7917938232422
14497,"wet",14,1998,-2.54745483398438,5.09426879882812,-7.78845748901367,4.30813932418823,1.07402801513672,68.7427215576172
14497,"wet",15,1998,-1.27505493164062,6.12619018554688,-5.66081008911133,2.97411370277405,4.38815116882324,67.3995895385742
14497,"wet",16,1998,-0.758331298828125,9.02496337890625,-2.33045349121094,3.82556533813477,5.34381294250488,53.9352416992188
14497,"wet",17,1998,1.71414184570312,11.0173950195312,-1.80126571655273,4.92828798294067,1.49831330776215,76.6647262573242
14497,"wet",18,1998,0.331787109375,10.7518310546875,-4.58656387329102,5.32804155349731,2.96390390396118,86.6576309204102
14497,"wet",19,1998,-2.92498779296875,7.10470581054688,-9.41366500854492,6.3028678894043,0.352930665016174,70.5934906005859
14497,"wet",20,1998,-4.12921142578125,4.28915405273438,-11.5550735473633,1.80178010463715,0.126305311918259,101.054229736328
14497,"wet",21,1998,-4.41293334960938,4.89019775390625,-11.567756652832,2.14558982849121,0.67790299654007,99.5061340332031
14497,"wet",22,1998,-1.84518432617188,6.44073486328125,-8.86066818237305,2.62705016136169,0.338616609573364,62.1134986877441
14497,"wet",23,1998,-0.682769775390625,10.5083923339844,-5.40629501342773,4.64085865020752,0.218495219945908,98.1642913818359
14497,"wet",24,1998,-1.16973876953125,9.64923095703125,-7.51672744750977,4.51937627792358,0.00111626926809549,100.153839111328
14497,"wet",25,1998,-1.53012084960938,10.1673278808594,-9.13643341064453,3.45368528366089,0.00142473424784839,91.2567825317383
14497,"wet",26,1998,0.250274658203125,11.2537536621094,-7.91416549682617,3.89897727966309,0.248117074370384,78.5159530639648
14497,"wet",27,1998,-0.613311767578125,10.9380493164062,-8.33574142456055,2.92530107498169,0.00312132411636412,112.791397094727
14497,"wet",28,1998,-0.239898681640625,12.4381408691406,-5.82497024536133,3.18531727790833,0.00206795264966786,120.519439697266
14497,"wet",29,1998,-0.56219482421875,9.17547607421875,-8.54999465942383,5.7000036239624,0.609519064426422,87.3107452392578
14497,"wet",30,1998,-4.12185668945312,7.38851928710938,-10.5962211608887,2.69267725944519,0.000224792223889381,123.872749328613
14497,"wet",31,1998,-2.72592163085938,7.76412963867188,-10.6810653686523,3.2342221736908,0.83165180683136,114.761009216309
14497,"wet",32,1998,-2.57424926757812,6.15579223632812,-10.9498832702637,4.63253879547119,3.03885626792908,90.4528121948242
14497,"wet",33,1998,-1.1326904296875,7.22048950195312,-6.29821548461914,5.14709854125977,4.7048602104187,85.6970367431641
14497,"wet",34,1998,1.3475341796875,8.704345703125,-1.98544464111328,6.67880153656006,6.82194948196411,75.2413330078125
14497,"wet",35,1998,-2.07797241210938,5.88552856445312,-8.27951049804688,4.05827713012695,2.49696779251099,95.4757385253906
14497,"wet",36,1998,-2.68991088867188,6.877685546875,-8.06100387573242,4.08096313476562,2.10868859291077,91.4486770629883
14497,"wet",37,1998,-0.243621826171875,7.74542236328125,-5.93480453491211,6.85109758377075,2.75102806091309,89.2674865722656
14497,"wet",38,1998,-2.66146850585938,5.83798217773438,-7.43258666992188,6.23230266571045,4.20142889022827,108.580070495605
14497,"wet",39,1998,-1.86788940429688,4.62155151367188,-8.42565002441406,5.30696582794189,2.34596395492554,110.328025817871
14497,"wet",40,1998,-3.6685791015625,4.19412231445312,-10.3805061340332,2.53508853912354,1.51732540130615,111.88777923584
14497,"wet",41,1998,-5.17385864257812,4.16445922851562,-11.4360221862793,3.73573327064514,0.908891379833221,105.517646789551
14497,"wet",42,1998,-3.74417114257812,4.5123291015625,-8.26883850097656,3.46287846565247,1.54312694072723,120.747535705566
14497,"wet",43,1998,-1.80337524414062,6.76913452148438,-6.41516952514649,4.03945589065552,2.18367266654968,88.9111328125
14497,"wet",44,1998,-1.53048706054688,6.72674560546875,-6.76900329589844,2.87421560287476,1.71318447589874,123.088584899902
14497,"wet",45,1998,-2.2344970703125,3.81082153320312,-8.14268188476563,5.84425830841064,3.14188051223755,84.2424621582031
14497,"wet",46,1998,-4.33355712890625,3.53921508789062,-10.0060424804688,5.61442899703979,0.261267364025116,137.098876953125
14497,"wet",47,1998,-6.13299560546875,3.48294067382812,-11.9721870422363,4.19311857223511,1.38343000411987,138.362701416016
14497,"wet",48,1998,-3.82574462890625,4.16580200195312,-9.93431777954101,3.2340247631073,0.425334870815277,135.854278564453
14497,"wet",49,1998,-5.16482543945312,4.0426025390625,-9.75789489746094,3.1554548740387,1.79093015193939,142.181930541992
14497,"wet",50,1998,-2.48385620117188,6.14434814453125,-6.33719711303711,4.11729335784912,2.85196113586426,107.379211425781
14497,"wet",51,1998,-4.73745727539062,3.64425659179688,-9.35936965942383,4.31233215332031,2.00973129272461,150.581039428711
14497,"wet",52,1998,-3.69393920898438,5.5882568359375,-7.42005310058594,7.39163494110107,2.9933557510376,106.869400024414
14497,"wet",53,1998,-4.19998168945312,4.02578735351562,-9.80463409423828,3.54403138160706,3.54352450370789,123.000610351562
14497,"wet",54,1998,-2.0830078125,7.11672973632812,-6.86093444824219,4.79860305786133,2.64581108093262,121.597145080566
14497,"wet",55,1998,-4.0157470703125,4.2232666015625,-9.82799301147461,5.34580850601196,3.72233319282532,128.603591918945
14497,"wet",56,1998,-4.72702026367188,2.38629150390625,-12.3420097351074,4.29445505142212,0.117338567972183,99.5221099853516
14497,"wet",57,1998,-5.23516845703125,1.8548583984375,-11.8133583068848,3.04665231704712,0.123817846179008,120.282943725586
14497,"wet",58,1998,-4.79458618164062,4.35427856445312,-10.1361907958984,2.64562582969666,0.111322224140167,136.269958496094
14497,"wet",59,1998,-3.72952270507812,8.45779418945312,-6.47481002807617,2.15908551216125,0.753530144691467,156.158996582031
14497,"wet",60,1998,-1.83834838867188,9.8377685546875,-5.81401138305664,1.71626770496368,0.92121833562851,120.416610717773
14497,"wet",61,1998,-2.03118896484375,9.20761108398438,-6.70795822143555,3.94551396369934,1.43658840656281,137.178192138672
14497,"wet",62,1998,-3.78298950195312,6.45651245117188,-10.6256401062012,4.57572221755981,0.241395935416222,156.901794433594
14497,"wet",63,1998,-6.231689453125,3.71160888671875,-13.9149520874023,2.57172298431396,0.649033069610596,178.363830566406
14497,"wet",64,1998,-5.93386840820312,5.41339111328125,-12.595320892334,3.35149002075195,1.153853058815,163.339508056641
14497,"wet",65,1998,-6.10452270507812,2.71600341796875,-13.7161399841309,5.22013664245605,1.80619871616364,154.189193725586
14497,"wet",66,1998,-8.72903442382812,2.93426513671875,-14.0040351867676,3.41668486595154,0.279138743877411,202.476486206055
14497,"wet",67,1998,-5.85595703125,5.86709594726562,-11.1182312011719,2.71945261955261,0.294019877910614,157.841827392578
14497,"wet",68,1998,-4.33279418945312,8.21771240234375,-9.96899871826172,2.27441000938416,0.275959253311157,197.522155761719
